Company Na,Address,City,State,ZIP Code,Record Typ,Longitude,Latitude,Primary NA,Primary__1,Snap
Tedeschi Food Shops,157 Brighton Ave,Allston,MA,2134,,-71.132445,42.353142,,Convenience Stores,null
Tedeschi Food Shops,1219 Commonwealth Ave,Allston,MA,2134,,-71.130686,42.350698,,Convenience Stores,null
Tedeschi Food Shops,695 Truman Hwy,Hyde Park,MA,2136,,-71.118958,42.252457,,Convenience Stores,null
Tedeschi Food Shops,187 E Cottage St,Dorchester,MA,2125,,-71.06121,42.319908,,Convenience Stores,null
Tedeschi Food Shops,1580 Dorchester Ave,Dorchester,MA,2122,,-71.06116,42.296644,,Convenience Stores,null
Tedeschi Food Shops,140 Main St,Charlestown,MA,2129,,-71.064278,42.374882,,Convenience Stores,null
Tedeschi Food Shops,1 1st Ave # 7,Charlestown,MA,2129,,-71.057819,42.372909,,Convenience Stores,null
Tedeschi Food Shops,566 Dorchester Ave,Boston,MA,2127,,-71.056746,42.330301,,Convenience Stores,null
Tedeschi Food Shops,50 Staniford St,Boston,MA,2114,,-71.063972,42.36204,,Convenience Stores,null
Tedeschi Food Shops,141 Massachusetts Ave,Boston,MA,2115,,-71.087722,42.346805,,Convenience Stores,null
Tedeschi Food Shops,122 Cambridge St,Boston,MA,2114,,-71.063715,42.361099,,Convenience Stores,null
Tedeschi Food Shops,779 Centre St,Jamaica Plain,MA,2130,,-71.115601,42.309787,,Convenience Stores,null
Tedeschi Food Shops,1239 River St,Hyde Park,MA,2136,,-71.123089,42.256114,,Convenience Stores,null
Tedeschi Food Shops,2235 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.067706,42.273837,,Convenience Stores,null
Tedeschi Food Shops,542 Commonwealth Ave,Boston,MA,2215,,-71.096368,42.348735,,Convenience Stores,null
Tedeschi Food Shops,281 Huntington Ave,Boston,MA,2115,,-71.086462,42.341988,,Convenience Stores,null
Tedeschi Food Shops,126 Cambridge St,Boston,MA,2114,,-71.065706,42.361233,,Convenience Stores,null
"Petite, Caille",597 Washington St,Dorchester Ctr,MA,2124,,-71.071691,42.290532,,Convenience Stores,null
Anould Discount Grocery Store,1145 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.091196,42.285449,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Iraola Convenience Store,1112 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.090385,42.286285,,Convenience Stores,null
Comzmo Market,1436 Commonwealth Ave,Brighton,MA,2135,,-71.140089,42.34817,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Botanica Anaiza,610 Centre St,Jamaica Plain,MA,2130,,-71.114039,42.314381,,Convenience Stores,null
Tobacco Treasurers,200 Seaport Blvd,Boston,MA,2210,,-71.040336,42.351773,,Convenience Stores,null
Delis Food Market,353 Meridian St,Boston,MA,2128,,-71.039132,42.378673,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
London Veal,124 Newmarket Sq,Roxbury,MA,2118,,-71.066883,42.33052,,Meat Markets,null
Bon Me Foods LLC,,Roxbury,MA,2119,,-71.084615,42.325438,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Van Mini Market,109 Franklin St,Allston,MA,2134,,-71.132964,42.359776,,Convenience Stores,null
Peace Market,505 Washington St,Dorchester Ctr,MA,2124,,-71.07199,42.294025,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gomez Convenience Store,285 Washington St,Dorchester,MA,2121,,-71.075574,42.300378,,Convenience Stores,null
A Dozen Eggs,553 Tremont St,Boston,MA,2116,,-71.071665,42.343995,,All Other Specialty Food Stores,null
Constellation Convenience Str,1304 Commonwealth Ave,Allston,MA,2134,,-71.134007,42.348573,,Convenience Stores,null
Tastefully Ethnic Foods,1820 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.063268,42.288649,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Leo's,573 Talbot Ave,Dorchester Ctr,MA,2124,,-71.064536,42.285797,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
D & R Supermarkets,180 Hyde Park Ave,Jamaica Plain,MA,2130,,-71.116732,42.29474,,Convenience Stores,null
Savin Hill Convenience Inc,110 Savin Hill Ave,Dorchester,MA,2125,,-71.053754,42.311685,,Convenience Stores,null
Ceasar Grocery Store II,113 Blue Hill Ave,Roxbury,MA,2119,,-71.077584,42.321171,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hajar Market,116 Blackstone St,Boston,MA,2109,,-71.055237,42.359135,,Meat Markets,null
Grove Natural Foods,300 Terminal C # 20,East Boston,MA,2128,,-71.017474,42.366988,,Convenience Stores,null
Grove Natural Foods,20 Logan Airport,East Boston,MA,2128,,-71.032514,42.377292,,Convenience Stores,null
Rescor Of Quincy Market Inc,1 Faneuil Hall Market Pl,Boston,MA,2109,,-71.053586,42.359735,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Yes Yes Supermarket,411 Shawmut Ave # 7,Boston,MA,2118,,-71.073886,42.340406,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Farmers Market,926 Cummins Hwy,Mattapan,MA,2126,,-71.094892,42.268094,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Berezka International Food Str,1215 Commonwealth Ave,Allston,MA,2134,,-71.130393,42.350775,,All Other Specialty Food Stores,null
Towne Convenience,40 Boylston St,Boston,MA,2116,,-71.063861,42.352158,,Convenience Stores,null
Peguero's Market,218 Bowdoin St,Dorchester,MA,2122,,-71.068072,42.30546,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lowe's Pay N Save,10 Causeway St,Boston,MA,2222,,-71.063096,42.365165,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
D'Angeles Market,160 Bunker Hill St,Charlestown,MA,2129,,-71.060885,42.378337,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Jackson Food Market,728 Dudley St,Dorchester,MA,2125,,-71.067192,42.317992,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Bochu Fish Market,202 Humboldt Ave,Dorchester,MA,2121,,-71.089657,42.312684,,Fish & Seafood Markets,null
Boston Food Imports Inc,1024 Bennington St,Boston,MA,2128,,-71.006,42.387166,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Health Resources,Jfk Federal Bldg # 1826,Boston,MA,2222,,-71.062334,42.364973,,All Other Specialty Food Stores,null
C B D Please,215 Lincoln St,Allston,MA,2134,,-71.13624,42.348929,,All Other Specialty Food Stores,null
7-Eleven Inc,66 Charles St,Boston,MA,2114,,-71.07045,42.357576,,Convenience Stores,null
Marascio's Market,1758 River St,Hyde Park,MA,2136,,-71.138276,42.243932,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brown's Food Market,559 Dudley St,Dorchester,MA,2125,,-71.072241,42.321265,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Juice Republic Inc,200 Lincoln St # 404,Boston,MA,2111,,-71.058495,42.350241,,Fruit & Vegetable Markets,null
Great Eastern Seafood Inc,44 Newmarket Sq,Boston,MA,2118,,-71.065768,42.328582,,Fish & Seafood Markets,null
K & 8th Street Market,362 K St,Boston,MA,2127,,-71.037068,42.33135,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Beacon Hill,65 Charles St,Boston,MA,2114,,-71.070184,42.358114,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Butcher's Block Inc,243 Faneuil St,Brighton,MA,2135,,-71.160305,42.352705,,Meat Markets,null
Merkato,1127 Harrison Ave,Roxbury,MA,2119,,-71.081574,42.330616,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Casablanca Meat Market,116 Blackstone St,Boston,MA,2109,,-71.055237,42.359135,,Meat Markets,null
D & J Market,120 Boston St,Dorchester,MA,2125,,-71.059039,42.32537,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
J & C Tropical Produce Inc,284 Centre St # 2,Jamaica Plain,MA,2130,,-71.102044,42.322769,,Fruit & Vegetable Markets,null
Food Lion,280 Martin Luther King Blvd,Roxbury,MA,2119,,-71.08331,42.318764,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Frutero,740 Dudley St,Dorchester,MA,2125,,-71.066756,42.317805,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
International Foods,1295 Massachusetts Ave # A,Dorchester,MA,2125,,-71.062099,42.320841,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Francisco Arcadio,205 Boylston St,Jamaica Plain,MA,2130,,-71.101393,42.313907,,Meat Markets,null
Tropic Market,1007 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.089723,42.289868,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Noora Convenience,530 River St,Mattapan,MA,2126,,-71.094493,42.267136,,Convenience Stores,null
Liriano's Market,117 Blue Hill Ave,Roxbury,MA,2119,,-71.077634,42.321044,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Thao Ngoc Food Inc,1331 Dorchester Ave,Dorchester,MA,2122,,-71.059174,42.305202,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brothers Supermarket,46 Washington St,Dorchester,MA,2121,,-71.082046,42.307086,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Faneuil Hall Market Place,1 Faneuil Hall Sq # 1,Boston,MA,2109,,-71.055744,42.360041,,Fruit & Vegetable Markets,null
Olivo Market,137 Blue Hill Ave,Roxbury,MA,2119,,-71.078079,42.320263,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Plaza Fish Market II,777 William T Morrissey Blvd,Dorchester,MA,2122,,-71.048527,42.294926,,Meat Markets,null
A J's Apollos Market,918 Morton St,Mattapan,MA,2126,,-71.08303,42.28056,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Stop & Shop,1230 Vfw Pkwy,West Roxbury,MA,2132,,-71.171507,42.278344,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Stop & Shop,545 Freeport St,Dorchester,MA,2122,,-71.048146,42.291991,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Stop & Shop,460 Blue Hill Ave,Dorchester,MA,2121,,-71.082688,42.309124,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Stop & Shop,1100 Massachusetts Ave,Dorchester,MA,2125,,-71.065271,42.326302,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Stop & Shop,60 Everett St # 2,Allston,MA,2134,,-71.138519,42.356005,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
7 Diaz Market,3114 Washington St,Roxbury,MA,2119,,-71.099022,42.314772,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Jevojuice Inc,230 Congress St,Boston,MA,2110,,-71.054134,42.354565,,Fruit & Vegetable Markets,null
Allston Farmers' Market,175 N Harvard St,Allston,MA,2134,,-71.12959,42.363374,,Fruit & Vegetable Markets,null
Snack N' Play,600 Washington St,Boston,MA,2111,,-71.062494,42.352951,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Snack N' Play,19 Staniford St,Boston,MA,2114,,-71.063744,42.362201,,Convenience Stores,null
Neponset Convenience Store,165 Neponset Ave,Dorchester,MA,2122,,-71.050906,42.293033,,Convenience Stores,null
Esi Inc Of Tennessee,175 Federal St # 11,Boston,MA,2110,,-71.056361,42.353678,,Convenience Stores,null
Golden Banks Seafood Inc,1 Fish Pier Rd,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Snack Shack Etc,180 Hyde Park Ave,Jamaica Plain,MA,2130,,-71.116732,42.29474,,Convenience Stores,null
Golden Goose Office,120 Fulton St,Boston,MA,2109,,-71.052493,42.363175,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Neptune Launderette,944 Bennington St,Boston,MA,2128,,-71.009636,42.386146,,Convenience Stores,null
Lafauci & Sons Inc,46 Cross St # 50,Boston,MA,2113,,-71.056477,42.363275,,Fruit & Vegetable Markets,null
"Prentice, Laurel",22 Hopewell Rd,Hyde Park,MA,2136,,-71.103229,42.261119,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Clinton Market,702 American Legion Hwy,Roslindale,MA,2131,,-71.113309,42.283392,,Meat Markets,null
James Hook & Co,15 Northern Ave,Boston,MA,2210,,-71.046009,42.352939,,Fish & Seafood Markets,null
James Hook & Co,440 Atlantic Ave,Boston,MA,2110,,-71.054279,42.356372,,Fish & Seafood Markets,null
Food Mart & Smoke Shop,142 Park St,Dorchester,MA,2122,,-71.060873,42.298505,,Convenience Stores,null
Diallo's Halal Meat & Grocery,11 Erie St,Dorchester,MA,2121,,-71.078975,42.303073,,Meat Markets,null
Yachris Market,143 Boylston St,Jamaica Plain,MA,2130,,-71.103149,42.31656,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Rosa's Grocery,208 River St,Mattapan,MA,2126,,-71.079301,42.271342,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Salcedos Market,302 Norfolk St,Dorchester Ctr,MA,2124,,-71.08301,42.283408,,Convenience Stores,null
4 Corners Market,345 Washington St,Dorchester,MA,2121,,-71.073987,42.299417,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Truong Thanh Market,65 Beach St,Boston,MA,2111,,-71.060109,42.351115,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
